what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1473071630108
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1473071631767
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1473071634422
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071680700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071727047
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1473071728066
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071732066
started,bundle,org.eclipse.core.databinding,1.4.0.I20110111-0800,"org.eclipse.core.databinding",1473071734548
started,bundle,org.eclipse.core.databinding.property,1.4.0.I20110222-0800,"org.eclipse.core.databinding.property",1473071734626
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1473071734893
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071740542
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071740598
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071746238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1473071746253
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071747155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071754710
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1473071755783
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071758153
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1473071758533
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071776046
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1473071776053
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071776983
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071830346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071836171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071869405
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1473071871686
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1473071872353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473071942948
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473072273594
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1473072297609
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1473072297846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473072315201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473072602817
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473072605956
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473072606737
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473072608318
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473072649857
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473072650567
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473072701034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473072701674
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073139757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073139913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073264907
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073265015
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073373965
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1473073381034
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073381479
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073386306
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073387540
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073388696
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073389328
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073392337
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073542455
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1473073545461
opened,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1473073545752
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1473073545847
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1473073558666
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1473073558924
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073580654
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073652081
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073652271
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073653024
started,bundle,org.eclipse.cdt.mylyn.ui,3.6.0.v20110608-1400,"org.eclipse.cdt.mylyn.ui",1473073653151
closed,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1473073653449
stopped,bundle,org.eclipse.cdt.build.crossgcc,1.0.2.201202111925,"org.eclipse.cdt.build.crossgcc",1473073653840
stopped,bundle,org.eclipse.cdt.codan.checkers.ui,1.0.0.201202111925,"org.eclipse.cdt.codan.checkers.ui",1473073653841
stopped,bundle,com.altera.debug.cdi.gdb.plugin,13.0.0.156,"com.altera.debug.cdi.gdb.plugin",1473073653842
stopped,bundle,com.altera.sbtgui.launch,13.0.0.156,"com.altera.sbtgui.launch",1473073653842
stopped,bundle,com.altera.sbtgui.ui,13.0.0.156,"com.altera.sbtgui.ui",1473073653843
stopped,bundle,com.altera.sbtgui.project,13.0.0.156,"com.altera.sbtgui.project",1473073653843
stopped,bundle,org.eclipse.cdt.codan.checkers,1.0.1.201202111925,"org.eclipse.cdt.codan.checkers",1473073653843
stopped,bundle,org.eclipse.cdt.codan.ui.cxx,2.0.0.201202111925,"org.eclipse.cdt.codan.ui.cxx",1473073653843
stopped,bundle,org.eclipse.cdt.codan.core.cxx,1.0.0.201202111925,"org.eclipse.cdt.codan.core.cxx",1473073653843
stopped,bundle,org.eclipse.cdt.launch.remote,2.3.0.201202111925,"org.eclipse.cdt.launch.remote",1473073653844
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.1.201202111925,"org.eclipse.cdt.debug.mi.ui",1473073653845
